tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-2839,Tenerife 2,Hard,32,C,O,20260209,19,M0EA,,,Pol Martin Tiffon,R,183,ESP,26.533,262,203,HH06,,,Marc-Andrea Huesler,L,196,SUI,29.629,230,244,6-2 4-6 6-3,3,R16,119,2,6,99,63,52,16,14,9,10,6,5,96,60,40,14,13,8,11
2026-2839,Tenerife 2,Hard,32,C,O,20260209,20,M0HT,,,Alejandro Moro Canas,R,183,ESP,25.175,276,191,HG94,,,Benjamin Hassan,R,183,LBN,31.014,272,196,6-1 6-4,3,R16,76,2,0,62,45,32,10,9,3,3,2,2,47,25,16,10,8,2,5
2026-2839,Tenerife 2,Hard,32,C,O,20260209,21,M0N1,3,,Luka Mikrut,R,188,CRO,21.818,164,359,H0DC,,,Giles Hussey,L,185,GBR,28.709,338,143,6-4 4-6 6-1,3,R16,161,8,1,90,50,39,19,14,4,6,3,4,110,69,44,16,13,13,17
2026-2839,Tenerife 2,Hard,32,C,O,20260209,22,M0N7,5,,Daniel Merida,R,188,ESP,21.372,152,411,S0TM,,,Toby Samuel,R,191,GBR,23.428,244,224,7-6(4) 6-3,3,R16,94,1,3,72,48,33,12,10,3,5,3,1,74,51,31,11,11,4,8
2026-2839,Tenerife 2,Hard,32,C,O,20260209,23,HG86,6,,Lloyd Harris,R,193,RSA,28.958,186,324,D0CN,,,Miguel Damas,R,208,ESP,26.138,315,161,6-7(0) 6-3 6-1,3,R16,145,14,5,92,52,38,20,14,3,5,0,2,85,57,34,12,14,6,12
2026-2839,Tenerife 2,Hard,32,C,O,20260209,24,L0CX,7,,Pablo Llamas Ruiz,R,188,ESP,23.326,205,292,BU10,,,Jacopo Berrettini,R,191,ITA,27.203,306,168,6-2 6-2,3,R16,74,2,1,51,36,28,8,8,2,2,1,3,49,23,16,10,8,2,6
2026-2839,Tenerife 2,Hard,32,C,O,20260209,25,L0CX,7,,Pablo Llamas Ruiz,R,188,ESP,23.326,205,292,M0N1,3,,Luka Mikrut,R,188,CRO,21.818,164,359,3-6 7-5 6-2,3,QF,145,4,4,92,66,49,14,14,5,6,4,2,101,68,45,18,15,11,14
2026-2839,Tenerife 2,Hard,32,C,O,20260209,26,M0HT,,,Alejandro Moro Canas,R,183,ESP,25.175,276,191,TA12,4,,Stefano Travaglia,R,185,ITA,34.119,163,360,6-4 6-2,3,QF,78,2,2,47,30,21,11,9,4,6,2,0,59,37,20,9,9,4,9
2026-2839,Tenerife 2,Hard,32,C,O,20260209,27,M0N7,5,,Daniel Merida,R,188,ESP,21.372,152,411,G0IB,,,Tom Gentzsch,R,191,GER,22.431,251,217,6-1 6-4,3,QF,73,2,0,60,43,30,10,9,4,5,0,2,54,39,18,8,8,4,8
2026-2839,Tenerife 2,Hard,32,C,O,20260209,28,HG86,6,,Lloyd Harris,R,193,RSA,28.958,186,324,M0EA,,,Pol Martin Tiffon,R,183,ESP,26.533,262,203,6-7(6) 6-4 6-4,3,QF,141,12,3,102,71,49,12,16,6,10,3,5,96,56,36,22,16,0,6
2026-2839,Tenerife 2,Hard,32,C,O,20260209,29,M0HT,,,Alejandro Moro Canas,R,183,ESP,25.175,276,191,M0N7,5,,Daniel Merida,R,188,ESP,21.372,152,411,6-2 3-6 7-5,3,SF,123,2,3,78,56,38,11,14,7,10,3,1,86,62,35,15,15,0,5
2026-2839,Tenerife 2,Hard,32,C,O,20260209,30,HG86,6,,Lloyd Harris,R,193,RSA,28.958,186,324,L0CX,7,,Pablo Llamas Ruiz,R,188,ESP,23.326,205,292,6-4 7-6(5),3,SF,125,5,1,86,53,37,16,11,6,8,1,0,76,59,37,7,11,4,7
2026-2839,Tenerife 2,Hard,32,C,O,20260209,31,HG86,6,,Lloyd Harris,R,193,RSA,28.958,186,324,M0HT,,,Alejandro Moro Canas,R,183,ESP,25.175,276,191,7-5 7-5,3,F,128,10,0,73,46,37,18,12,5,5,1,1,76,55,36,14,12,5,7
2026-7849,Chennai,Hard,32,C,O,20260209,1,X01C,,,Ioannis Xilas,R,178,GRE,24.747,388,121,CI14,1,,Jay Clarke,R,183,GBR,27.54,183,329,6-4 6-4,3,R32,126,0,2,65,46,28,11,10,3,6,3,5,88,52,33,12,10,8,13
2026-7849,Chennai,Hard,32,C,O,20260209,2,K0HC,,,Maks Kasnikowski,R,180,POL,22.598,419,113,L0JS,,,Aryan Lakshmanan,,,,,1824,2,7-5 6-2,3,R32,87,5,1,48,30,29,11,10,0,0,9,2,78,48,31,13,10,6,9
2026-7849,Chennai,Hard,32,C,O,20260209,3,GJ16,2,,Federico Agustin Gomez,R,191,ARG,29.205,196,306,SY74,,,Manish Sureshkumar,R,180,IND,26.494,887,25,6-1 6-2,3,R32,63,2,3,47,31,22,12,8,1,1,0,4,43,23,13,9,7,5,9
2026-7849,Chennai,Hard,32,C,O,20260209,4,C0AK,3,,Oliver Crawford,R,180,GBR,26.782,215,273,SY71,,,Digvijaypratap Singh,R,191,IND,25.689,592,64,7-6(6) 3-6 7-5,3,R32,183,6,3,108,66,52,22,16,10,12,19,1,113,72,54,22,17,5,7
2026-7849,Chennai,Hard,32,C,O,20260209,5,S0O6,4,,Ilia Simakin,R,193,RUS,22.289,214,273,D0JI,,,Manas Dhamne,R,183,IND,18.116,486,89,6-3 6-2,3,R32,68,4,1,50,27,22,16,9,3,3,2,3,55,33,22,8,8,3,6
2026-7849,Chennai,Hard,32,C,O,20260209,6,RB86,,,Sidharth Rawat,R,175,IND,32.805,715,45,N09U,5,,Rio Noguchi,R,168,JPN,27.118,246,221,2-6 6-3 6-2,3,R32,117,0,0,85,44,25,21,13,3,8,4,1,77,47,27,14,12,5,11
2026-7849,Chennai,Hard,32,C,O,20260209,7,SN54,6,,Frederico Ferreira Silva,L,178,POR,30.899,255,210,S0RI,,,Karan Singh,R,185,IND,22.615,434,108,6-4 6-4,3,R32,79,3,0,52,42,34,7,10,1,1,2,1,61,37,27,13,10,1,3
2026-7849,Chennai,Hard,32,C,O,20260209,8,Y171,,,Denis Yevseyev,R,188,KAZ,32.72,362,132,B0BU,7,,Florent Bax,R,185,FRA,26.653,271,197,5-7 6-4 3-2 RET,3,R32,133,1,1,82,62,41,11,13,3,6,5,6,95,49,31,25,14,7,11
2026-7849,Chennai,Hard,32,C,O,20260209,9,N897,8,,Sumit Nagal,R,178,IND,28.485,293,178,G0EU,,,Felix Gill,L,175,GBR,23.693,326,152,1-6 6-1 6-3,3,R32,116,2,2,70,46,27,15,11,5,8,2,3,78,52,32,11,12,5,10
2026-7849,Chennai,Hard,32,C,O,20260209,10,A0CJ,,,Duje Ajdukovic,R,188,CRO,25.01,327,151,B0GI,,,Alexandr Binda,R,180,ITA,24.383,464,97,6-4 6-4,3,R32,96,5,3,55,31,21,14,10,0,3,2,4,73,44,25,11,10,2,7
2026-7849,Chennai,Hard,32,C,O,20260209,11,B0LQ,,,Petr Bar Biryukov,L,196,RUS,23.948,305,169,E0AB,,,Ishaque Eqbal,,,,,1021,16,6-3 6-4,3,R32,67,18,1,55,38,33,10,10,0,0,4,0,55,34,25,9,9,4,6
2026-7849,Chennai,Hard,32,C,O,20260209,12,C0OW,,,Lorenzo Carboni,R,168,ITA,19.951,428,110,DH23,,,S D Prajwal Dev,R,175,IND,29.706,627,57,6-2 RET,3,R32,46,1,1,24,17,12,4,4,1,2,0,1,32,19,11,3,4,1,4
2026-7849,Chennai,Hard,32,C,O,20260209,13,CH80,,,Luca Castelnuovo,L,188,SUI,29.029,438,107,L0I5,,,Mitsuki Wei Kang Leong,R,175,MAS,21.511,697,47,6-4 6-0,3,R32,80,1,1,62,37,24,14,8,4,5,2,2,58,41,21,7,8,6,11
2026-7849,Chennai,Hard,32,C,O,20260209,14,MP13,,,Mukund Sasikumar,R,185,IND,29.07,513,80,SY50,,,Nitin Kumar Sinha,R,178,IND,26.971,898,24,7-5 6-3,3,R32,104,5,1,65,38,31,14,11,2,3,4,2,70,48,29,10,10,5,8
2026-7849,Chennai,Hard,32,C,O,20260209,15,V0D4,,,Eric Vanshelboim,R,188,UKR,24.572,542,75,V0GI,,,Aditya Vishal Balsekar,,,,,1410,5,6-0 6-0,3,R32,64,2,0,37,28,21,5,6,1,1,0,2,38,27,8,3,6,3,9
2026-7849,Chennai,Hard,32,C,O,20260209,16,S0TI,,,Philip Sekulic,R,191,AUS,22.431,512,80,G0AO,,,Alastair Gray,R,193,GBR,27.636,408,116,6-3 7-6(9),3,R32,140,1,2,90,62,45,13,11,5,6,9,6,91,53,40,14,10,7,9
2026-7849,Chennai,Hard,32,C,O,20260209,17,CH80,,,Luca Castelnuovo,L,188,SUI,29.029,438,107,C0AK,3,,Oliver Crawford,R,180,GBR,26.782,215,273,1-6 6-3 7-6(5),3,R16,135,9,6,98,56,39,24,14,7,9,10,1,77,50,42,14,14,0,1
2026-7849,Chennai,Hard,32,C,O,20260209,18,S0O6,4,,Ilia Simakin,R,193,RUS,22.289,214,273,S0TI,,,Philip Sekulic,R,191,AUS,22.431,512,80,4-6 7-5 7-6(1),3,R16,175,14,7,119,70,56,23,17,9,11,2,1,102,62,44,23,17,5,7
2026-7849,Chennai,Hard,32,C,O,20260209,19,SN54,6,,Frederico Ferreira Silva,L,178,POR,30.899,255,210,A0CJ,,,Duje Ajdukovic,R,188,CRO,25.01,327,151,6-3 6-4,3,R16,105,2,2,80,57,37,11,10,7,9,2,3,61,35,19,12,9,4,8
2026-7849,Chennai,Hard,32,C,O,20260209,20,B0LQ,,,Petr Bar Biryukov,L,196,RUS,23.948,305,169,N897,8,,Sumit Nagal,R,178,IND,28.485,293,178,4-6 7-6(2) 6-3,3,R16,126,10,4,99,57,44,24,16,5,7,1,2,81,56,41,16,15,0,2
2026-7849,Chennai,Hard,32,C,O,20260209,21,K0HC,,,Maks Kasnikowski,R,180,POL,22.598,419,113,RB86,,,Sidharth Rawat,R,175,IND,32.805,715,45,6-2 6-3,3,R16,87,4,1,52,34,25,12,9,0,0,0,3,68,43,26,10,8,7,10
2026-7849,Chennai,Hard,32,C,O,20260209,22,X01C,,,Ioannis Xilas,R,178,GRE,24.747,388,121,V0D4,,,Eric Vanshelboim,R,188,UKR,24.572,542,75,6-3 6-4,3,R16,92,0,1,50,36,25,11,10,0,2,1,1,63,47,29,6,9,3,7
2026-7849,Chennai,Hard,32,C,O,20260209,23,GJ16,2,,Federico Agustin Gomez,R,191,ARG,29.205,196,306,C0OW,,,Lorenzo Carboni,R,168,ITA,19.951,428,110,6-3 6-4,3,R16,78,8,2,69,45,38,7,10,4,5,2,1,47,30,22,9,9,5,8
2026-7849,Chennai,Hard,32,C,O,20260209,24,Y171,,,Denis Yevseyev,R,188,KAZ,32.72,362,132,MP13,,,Mukund Sasikumar,R,185,IND,29.07,513,80,3-6 6-2 6-3,3,R16,106,6,1,81,59,40,12,13,7,9,4,3,79,48,31,14,13,4,8
2026-7849,Chennai,Hard,32,C,O,20260209,25,GJ16,2,,Federico Agustin Gomez,R,191,ARG,29.205,196,306,Y171,,,Denis Yevseyev,R,188,KAZ,32.72,362,132,6-3 6-4,3,QF,67,5,2,58,34,29,13,10,4,4,1,1,52,42,26,6,9,1,3
2026-7849,Chennai,Hard,32,C,O,20260209,26,S0O6,4,,Ilia Simakin,R,193,RUS,22.289,214,273,B0LQ,,,Petr Bar Biryukov,L,196,RUS,23.948,305,169,7-6(5) 4-6 7-5,3,QF,143,6,5,109,70,51,17,17,3,7,6,8,104,62,45,20,17,2,6
2026-7849,Chennai,Hard,32,C,O,20260209,27,SN54,6,,Frederico Ferreira Silva,L,178,POR,30.899,255,210,X01C,,,Ioannis Xilas,R,178,GRE,24.747,388,121,6-2 6-4,3,QF,90,1,2,53,30,21,16,9,1,2,0,2,49,26,17,11,9,0,4
2026-7849,Chennai,Hard,32,C,O,20260209,28,K0HC,,,Maks Kasnikowski,R,180,POL,22.598,419,113,CH80,,,Luca Castelnuovo,L,188,SUI,29.029,438,107,6-3 7-6(5),3,QF,89,5,0,67,45,34,14,11,1,2,5,4,64,43,30,9,10,2,4
2026-7849,Chennai,Hard,32,C,O,20260209,29,GJ16,2,,Federico Agustin Gomez,R,191,ARG,29.205,196,306,K0HC,,,Maks Kasnikowski,R,180,POL,22.598,419,113,6-3 2-6 7-5,3,SF,138,3,3,84,57,40,17,15,4,7,1,1,108,69,48,16,14,10,13
2026-7849,Chennai,Hard,32,C,O,20260209,30,SN54,6,,Frederico Ferreira Silva,L,178,POR,30.899,255,210,S0O6,4,,Ilia Simakin,R,193,RUS,22.289,214,273,6-4 6-2,3,SF,75,3,0,50,36,28,9,9,0,0,5,2,59,40,26,6,9,3,6
2026-7849,Chennai,Hard,32,C,O,20260209,31,SN54,6,,Frederico Ferreira Silva,L,178,POR,30.899,255,210,GJ16,2,,Federico Agustin Gomez,R,191,ARG,29.205,196,306,6-4 6-7(10) 6-4,3,F,178,0,3,110,80,55,18,16,8,11,13,5,113,66,42,24,16,4,9
2026-3063,Baton Rouge,Hard,32,C,I,20260209,1,AG08,2,,Andres Andrade,R,180,ECU,27.157,254,211,L0KC,,,Andrej Loncarevic,,,,,1293,6,6-0 6-2,3,R32,74,3,4,45,29,23,9,7,5,5,1,5,52,32,16,7,7,10,15
2026-3063,Baton Rouge,Hard,32,C,I,20260209,2,GK06,1,,Alexis Galarneau,R,180,CAN,26.943,236,237,O0BQ,,,Karlis Ozolins,R,196,LAT,23.655,811,33,7-5 6-3,3,R32,88,4,1,55,32,23,16,10,0,1,5,3,61,35,27,8,11,0,4
2026-3063,Baton Rouge,Hard,32,C,I,20260209,3,K0DB,,,Cannon Kingsley,R,191,USA,24.764,495,86,M0NP,3,,Andres Martin,R,183,USA,24.594,270,198,6-3 7-5,3,R32,84,3,1,71,41,28,22,11,5,5,3,2,59,41,26,11,10,3,5
2026-3063,Baton Rouge,Hard,32,C,I,20260209,4,Z0AK,7,,Tyler Zink,R,185,USA,25.027,330,150,A0DV,,,Arda Azkara,,,TUR,22.91,574,67,6-4 6-1,3,R32,88,6,0,52,28,24,13,9,0,1,1,6,70,30,15,19,8,11,15
2026-3063,Baton Rouge,Hard,32,C,I,20260209,5,M0RG,,,Daniel Milavsky,R,193,USA,24.411,404,117,S0DQ,8,,Keegan Smith,R,201,USA,27.633,308,165,6-3 7-5,3,R32,75,8,1,72,46,33,14,11,3,4,11,0,57,35,24,12,10,4,7
2026-3063,Baton Rouge,Hard,32,C,I,20260209,6,A0IA,,,Erik Arutiunian,R,191,BLR,21.309,440,107,J732,,,Ben Jones,R,193,GBR,27.729,752,40,6-4 6-4,3,R32,75,12,3,60,31,25,20,10,0,0,4,3,62,44,28,11,10,1,3
2026-3063,Baton Rouge,Hard,32,C,I,20260209,7,B0I5,,,Blaise Bicknell,R,191,JAM,24.205,468,95,B0F8,,,Justin Boulais,L,183,CAN,24.307,524,77,3-6 6-2 6-1,3,R32,92,3,1,87,68,43,12,12,7,9,2,10,82,50,32,13,12,6,11
2026-3063,Baton Rouge,Hard,32,C,I,20260209,8,D0D4,,,Stefan Dostanic,R,188,USA,24.266,505,82,G0MH,,,Benjamin Thomas George,L,188,CAN,23.14,976,18,6-2 6-4,3,R32,83,1,2,59,43,29,8,9,2,4,1,6,57,30,18,11,9,5,10
2026-3063,Baton Rouge,Hard,32,C,I,20260209,9,K0NP,,,Jack Kennedy,R,170,USA,17.684,886,25,G0IW,,,Antoine Ghibaudo,R,191,FRA,21.04,347,140,6-4 6-4,3,R32,92,1,0,59,31,21,16,10,5,7,7,2,73,38,23,16,10,7,11
2026-3063,Baton Rouge,Hard,32,C,I,20260209,10,P0MG,,,Raphael Perot,R,175,FRA,24.613,381,123,CN15,,,Felix Corwin,R,188,USA,29.708,652,53,4-6 6-2 7-5,3,R32,138,3,3,95,59,42,17,15,2,5,11,11,97,52,37,18,15,5,10
2026-3063,Baton Rouge,Hard,32,C,I,20260209,11,P0IT,,,Olaf Pieczkowski,R,183,POL,21.859,507,81,S0JB,,,Noah Schachter,R,188,USA,26.428,869,27,6-0 6-0,3,R32,56,4,1,35,20,17,8,6,0,0,1,2,43,25,10,5,6,4,10
2026-3063,Baton Rouge,Hard,32,C,I,20260209,12,S0S5,,,Braden Shick,R,183,USA,22.297,483,89,F0HI,,,Ryan Fishback,R,175,USA,23.789,655,53,4-6 7-6(5) 6-2,3,R32,150,9,5,115,63,50,20,15,4,8,1,5,99,61,40,17,15,3,8
2026-3063,Baton Rouge,Hard,32,C,I,20260209,13,S0GV,,,Robert Strombachs,R,191,LAT,26.404,431,109,M0EG,,,Tristan McCormick,R,196,USA,26.861,504,83,7-6(6) 6-4,3,R32,94,12,4,68,46,37,14,11,2,3,6,1,85,58,33,18,11,6,8
2026-3063,Baton Rouge,Hard,32,C,I,20260209,14,LI10,,,Christian Langmo,R,191,USA,29.692,369,128,J0B5,5,,Garrett Johns,R,180,USA,25.147,303,171,7-5 6-3,3,R32,95,6,1,64,37,27,15,10,6,8,0,1,64,40,21,11,11,0,5
2026-3063,Baton Rouge,Hard,32,C,I,20260209,15,I0B0,,,Andre Ilagan,L,173,USA,,361,132,G0EQ,,,Sebastian Gima,L,0,ROU,23.734,570,68,6-2 7-6(0),3,R32,95,5,2,75,53,35,8,10,6,10,4,5,68,38,18,11,10,5,11
2026-3063,Baton Rouge,Hard,32,C,I,20260209,16,V0DG,,,Quinn Vandecasteele,R,191,USA,23.441,515,80,F0I8,,,Matthew Forbes,,,USA,19.847,904,23,6-4 7-6(3),3,R32,95,2,1,63,28,22,23,11,0,1,4,6,88,46,33,20,11,10,12
2026-3063,Baton Rouge,Hard,32,C,I,20260209,17,GK06,1,,Alexis Galarneau,R,180,CAN,26.943,236,237,K0NP,,,Jack Kennedy,R,170,USA,17.684,886,25,6-4 6-3,3,R16,70,7,2,51,34,27,5,10,2,5,4,0,60,42,20,8,9,4,9
2026-3063,Baton Rouge,Hard,32,C,I,20260209,18,AG08,2,,Andres Andrade,R,180,ECU,27.157,254,211,B0I5,,,Blaise Bicknell,R,191,JAM,24.205,468,95,6-1 6-3,3,R16,57,2,4,42,25,22,7,8,2,3,4,1,45,32,16,3,8,2,7
2026-3063,Baton Rouge,Hard,32,C,I,20260209,19,S0S5,,,Braden Shick,R,183,USA,22.297,483,89,Z0AK,7,,Tyler Zink,R,185,USA,25.027,330,150,7-6(7) 6-4,3,R16,109,6,1,85,51,38,17,11,8,9,5,2,70,42,35,12,11,4,6
2026-3063,Baton Rouge,Hard,32,C,I,20260209,20,M0RG,,,Daniel Milavsky,R,193,USA,24.411,404,117,P0MG,,,Raphael Perot,R,175,FRA,24.613,381,123,7-5 1-6 6-1,3,R16,117,4,3,80,48,35,15,13,4,7,5,1,90,56,33,20,13,7,11
2026-3063,Baton Rouge,Hard,32,C,I,20260209,21,D0D4,,,Stefan Dostanic,R,188,USA,24.266,505,82,S0GV,,,Robert Strombachs,R,191,LAT,26.404,431,109,6-3 6-3,3,R16,64,4,0,52,39,28,6,9,2,4,1,5,54,39,23,3,9,7,12
2026-3063,Baton Rouge,Hard,32,C,I,20260209,22,I0B0,,,Andre Ilagan,L,173,USA,,361,132,LI10,,,Christian Langmo,R,191,USA,29.692,369,128,7-5 6-2,3,R16,85,3,4,59,43,35,6,10,2,3,10,1,74,45,29,10,10,4,8
2026-3063,Baton Rouge,Hard,32,C,I,20260209,23,K0DB,,,Cannon Kingsley,R,191,USA,24.764,495,86,A0IA,,,Erik Arutiunian,R,191,BLR,21.309,440,107,6-2 7-5,3,R16,68,6,1,54,28,23,15,10,2,4,6,8,63,30,20,13,10,2,7
2026-3063,Baton Rouge,Hard,32,C,I,20260209,24,P0IT,,,Olaf Pieczkowski,R,183,POL,21.859,507,81,V0DG,,,Quinn Vandecasteele,R,191,USA,23.441,515,80,6-3 7-6(4),3,R16,119,2,2,91,54,34,22,10,13,14,2,5,79,40,27,19,11,1,4
2026-3063,Baton Rouge,Hard,32,C,I,20260209,25,GK06,1,,Alexis Galarneau,R,180,CAN,26.943,236,237,M0RG,,,Daniel Milavsky,R,193,USA,24.411,404,117,6-4 6-4,3,QF,82,4,1,61,37,29,13,10,0,1,6,1,61,39,25,13,10,6,9
2026-3063,Baton Rouge,Hard,32,C,I,20260209,26,AG08,2,,Andres Andrade,R,180,ECU,27.157,254,211,S0S5,,,Braden Shick,R,183,USA,22.297,483,89,W/O,3,QF,,,,,,,,,,,,,,,,,,,
2026-3063,Baton Rouge,Hard,32,C,I,20260209,27,D0D4,,,Stefan Dostanic,R,188,USA,24.266,505,82,P0IT,,,Olaf Pieczkowski,R,183,POL,21.859,507,81,7-6(4) 6-1,3,QF,82,5,4,68,45,34,13,9,6,6,4,3,61,37,24,13,10,4,7
2026-3063,Baton Rouge,Hard,32,C,I,20260209,28,I0B0,,,Andre Ilagan,L,173,USA,,361,132,K0DB,,,Cannon Kingsley,R,191,USA,24.764,495,86,6-2 6-4,3,QF,77,7,2,65,40,29,16,9,7,7,7,2,53,25,18,15,9,4,7
2026-3063,Baton Rouge,Hard,32,C,I,20260209,29,GK06,1,,Alexis Galarneau,R,180,CAN,26.943,236,237,I0B0,,,Andre Ilagan,L,173,USA,,361,132,6-3 6-2,3,SF,90,2,1,61,40,30,9,9,1,2,0,2,62,43,23,7,8,2,6
2026-3063,Baton Rouge,Hard,32,C,I,20260209,30,D0D4,,,Stefan Dostanic,R,188,USA,24.266,505,82,AG08,2,,Andres Andrade,R,180,ECU,27.157,254,211,4-6 6-2 7-5,3,SF,136,8,0,86,71,49,8,15,2,5,1,3,113,69,48,16,15,9,14
2026-3063,Baton Rouge,Hard,32,C,I,2026-7874,31,Hard,32,C,I,20260216,1,V0DZ,7,,Luca Van Assche,R,178,FRA,21.769,130,477,B0PG,4,,Alexander Blockx,R,193,BEL,20.86,104,570,6-2 6-4,3,F,78,1,2,58,33,23,19,9,3,3,3,2,46
2026-7874,Lille,Hard,32,C,I,20260216,1,B0PG,4,,Alexander Blockx,R,193,BEL,20.86,104,570,K0EP,,,Jerome Kym,R,198,SUI,23.012,197,307,6-3 7-6(4),3,SF,83,12,0,76,48,40,15,11,2,2,8,2,60,46,34,9,10,2,3
2026-7874,Lille,Hard,32,C,I,20260216,2,V0DZ,7,,Luca Van Assche,R,178,FRA,21.769,130,477,K0O4,,,Moise Kouame,,,,,507,83,6-1 6-1,3,SF,60,0,1,35,24,19,9,7,0,0,2,2,43,23,13,3,7,1,6
2026-7874,Lille,Hard,32,C,I,20260216,3,B0PG,4,,Alexander Blockx,R,193,BEL,20.86,104,570,BM95,8,,Benjamin Bonzi,R,183,FRA,29.689,112,548,6-3 6-4,3,QF,80,5,0,52,31,27,14,10,1,1,4,3,73,48,29,13,9,7,9
2026-7874,Lille,Hard,32,C,I,20260216,4,K0EP,,,Jerome Kym,R,198,SUI,23.012,197,307,D0DW,,,Titouan Droguet,R,191,FRA,24.674,120,510,6-4 5-7 6-2,3,QF,120,8,1,79,56,42,14,15,4,7,15,2,92,53,38,16,15,4,9
2026-7874,Lille,Hard,32,C,I,20260216,5,V0DZ,7,,Luca Van Assche,R,178,FRA,21.769,130,477,C0BH,,,Clement Chidekh,R,180,FRA,24.679,205,292,6-2 6-3,3,QF,88,2,2,65,40,24,15,8,9,10,3,5,50,32,17,7,9,5,10
2026-7874,Lille,Hard,32,C,I,20260216,6,K0O4,,,Moise Kouame,,,,,507,83,B0NN,,,Nishesh Basavareddy,R,180,USA,20.794,192,310,6-3 6-3,3,QF,108,5,3,71,44,30,15,9,8,8,7,6,68,38,29,9,9,7,10
2026-7874,Lille,Hard,32,C,I,20260216,7,B0PG,4,,Alexander Blockx,R,193,BEL,20.86,104,570,B0ER,,,Arthur Bouquier,R,188,FRA,25.144,358,133,6-1 7-6(3),3,R16,70,8,0,54,35,29,16,10,0,0,4,2,66,46,30,10,9,7,9
2026-7874,Lille,Hard,32,C,I,20260216,8,BM95,8,,Benjamin Bonzi,R,183,FRA,29.689,112,548,E0DD,,,Justin Engel,R,185,GER,18.379,194,309,6-2 6-2,3,R16,62,6,0,40,22,19,13,8,0,0,2,1,55,37,20,7,8,8,12
2026-7874,Lille,Hard,32,C,I,20260216,9,K0O4,,,Moise Kouame,,,,,507,83,S0WT,,,Joel Schwaerzler,L,188,AUT,20.055,246,226,6-3 6-4,3,R16,77,3,1,48,29,28,12,10,0,0,4,0,59,36,25,11,9,3,5
2026-7874,Lille,Hard,32,C,I,20260216,10,K0EP,,,Jerome Kym,R,198,SUI,23.012,197,307,L0IL,,,Martin Landaluce,R,193,ESP,20.107,159,390,6-4 6-3,3,R16,80,11,0,57,43,34,5,10,1,2,2,3,56,33,19,12,9,4,7
2026-7874,Lille,Hard,32,C,I,20260216,11,B0NN,,,Nishesh Basavareddy,R,180,USA,20.794,192,310,G09O,3,,Hugo Gaston,L,173,FRA,25.391,96,619,6-4 6-1,3,R16,65,5,1,47,30,24,10,8,2,2,2,4,53,27,18,9,9,1,5
2026-7874,Lille,Hard,32,C,I,20260216,12,D0DW,,,Titouan Droguet,R,191,FRA,24.674,120,510,S0GR,,,Timofey Skatov,R,173,KAZ,25.07,195,308,7-6(6) 6-2,3,R16,110,5,0,69,39,30,17,10,3,3,3,1,62,39,27,12,10,0,2
2026-7874,Lille,Hard,32,C,I,20260216,13,V0DZ,7,,Luca Van Assche,R,178,FRA,21.769,130,477,K926,,,Mikhail Kukushkin,R,183,KAZ,38.144,263,203,6-3 6-2,3,R16,85,5,1,57,37,31,8,9,2,3,4,0,47,34,19,6,8,3,7
2026-7874,Lille,Hard,32,C,I,20260216,14,C0BH,,,Clement Chidekh,R,180,FRA,24.679,205,292,G0GW,,,Sascha Gueymard Wayenburg,R,191,FRA,22.546,267,201,7-6(5) 7-6(4),3,R16,121,0,3,88,60,40,18,12,2,4,12,3,79,47,39,11,12,3,5
2026-7874,Lille,Hard,32,C,I,20260216,15,BM95,8,,Benjamin Bonzi,R,183,FRA,29.689,112,548,G0BY,,,Daniil Glinka,L,188,EST,25.766,171,359,6-4 6-4,3,R32,74,4,0,59,38,28,17,10,3,3,8,1,53,29,21,16,10,0,2
2026-7874,Lille,Hard,32,C,I,20260216,16,K0EP,,,Jerome Kym,R,198,SUI,23.012,197,307,HG86,,,Lloyd Harris,R,193,RSA,28.977,155,399,5-7 7-6(6) 6-4,3,R32,157,12,2,100,67,56,17,17,5,7,15,3,127,88,65,17,17,7,9
2026-7874,Lille,Hard,32,C,I,20260216,17,L0IL,,,Martin Landaluce,R,193,ESP,20.107,159,390,M0JZ,1,,Filip Misolic,R,180,AUT,24.526,81,687,6-1 1-1 RET,3,R32,50,3,2,30,20,16,5,4,2,2,2,0,44,33,19,2,5,4,7
2026-7874,Lille,Hard,32,C,I,20260216,18,C0BH,,,Clement Chidekh,R,180,FRA,24.679,205,292,F0BY,2,,Jacob Fearnley,R,183,GBR,24.591,84,668,6-3 2-6 6-2,3,R32,118,2,2,82,53,33,18,13,5,8,9,9,84,50,35,13,12,6,10
2026-7874,Lille,Hard,32,C,I,20260216,19,B0PG,4,,Alexander Blockx,R,193,BEL,20.86,104,570,SX50,,,Roman Safiullin,R,185,RUS,28.528,186,328,6-2 6-2,3,R32,69,5,0,46,32,23,10,8,0,0,1,1,55,38,18,10,8,4,8
