tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-3061,Cesenatico,Hard,32,C,I,20260202,19,BV24,,,Raul Brancaccio,R,183,ITA,28.75,401,118,LC12,,,Laurent Lokoli,R,188,FRA,31.294,507,80,6-4 6-3,3,R16,96,4,1,55,33,25,13,9,1,2,8,6,71,37,25,14,10,7,11
2026-3061,Cesenatico,Hard,32,C,I,20260202,20,DG80,,,Enrico Dalla Valle,R,196,ITA,27.871,527,76,V0BC,,,Cyril Vandermeersch,R,180,FRA,26.746,439,107,6-4 6-4,3,R16,118,3,2,63,39,31,11,10,3,4,3,9,65,30,23,14,10,7,10
2026-3061,Cesenatico,Hard,32,C,I,20260202,21,PL64,,,Oleg Prihodko,R,180,UKR,28.334,472,92,R0B6,,,Lorenzo Rottoli,R,0,ITA,23.953,819,32,6-2 6-0,3,R16,56,8,3,39,25,20,9,7,2,2,1,5,44,18,11,9,7,0,5
2026-3061,Cesenatico,Hard,32,C,I,20260202,22,GE28,4,,Ivan Gakhov,L,191,RUS,29.246,260,208,F0A4,,,Francesco Forti,R,188,ITA,26.524,679,49,7-6(4) 4-6 7-6(4),3,R16,157,9,5,122,70,51,28,17,8,12,22,3,103,68,56,14,17,2,5
2026-3061,Cesenatico,Hard,32,C,I,20260202,23,B0OV,7,,Petr Brunclik,L,188,CZE,19.548,302,174,V0D0,,,Niels Visker,R,191,NED,24.329,595,63,6-4 7-6(3),3,R16,100,8,2,68,47,40,13,11,5,5,13,3,93,58,40,20,11,10,11
2026-3061,Cesenatico,Hard,32,C,I,20260202,24,F0BP,,,Pietro Fellin,R,193,ITA,24.504,477,91,G0J9,,,Svyatoslav Gulin,R,178,RUS,23.165,443,105,6-2 7-6(5),3,R16,96,0,1,74,48,36,12,10,7,9,4,1,60,43,30,6,10,3,7
2026-3061,Cesenatico,Hard,32,C,I,20260202,25,GE28,4,,Ivan Gakhov,L,191,RUS,29.246,260,208,B0OV,7,,Petr Brunclik,L,188,CZE,19.548,302,174,6-4 7-6(3),3,QF,95,17,4,76,50,40,12,11,5,6,6,5,68,43,32,14,11,1,3
2026-3061,Cesenatico,Hard,32,C,I,20260202,26,BV24,,,Raul Brancaccio,R,183,ITA,28.75,401,118,F0BP,,,Pietro Fellin,R,193,ITA,24.504,477,91,6-1 6-3,3,QF,75,0,2,49,26,22,14,8,1,1,2,0,61,39,21,9,8,5,9
2026-3061,Cesenatico,Hard,32,C,I,20260202,27,PL64,,,Oleg Prihodko,R,180,UKR,28.334,472,92,I09N,,,Federico Iannaccone,R,183,ITA,26.858,731,42,6-0 7-6(3),3,QF,95,3,2,57,37,28,11,9,2,3,1,0,64,46,24,10,9,1,5
2026-3061,Cesenatico,Hard,32,C,I,20260202,28,R0HK,,,Filippo Romano,R,188,ITA,20.575,634,56,DG80,,,Enrico Dalla Valle,R,196,ITA,27.871,527,76,7-6(4) 6-3,3,QF,105,4,3,62,38,30,11,10,1,3,2,2,76,54,38,6,11,3,7
2026-3061,Cesenatico,Hard,32,C,I,20260202,29,PL64,,,Oleg Prihodko,R,180,UKR,28.334,472,92,GE28,4,,Ivan Gakhov,L,191,RUS,29.246,260,208,6-3 7-6(6),3,SF,93,8,2,72,48,41,10,11,2,3,2,3,69,48,33,9,10,4,6
2026-3061,Cesenatico,Hard,32,C,I,20260202,30,BV24,,,Raul Brancaccio,R,183,ITA,28.75,401,118,R0HK,,,Filippo Romano,R,188,ITA,20.575,634,56,6-4 6-3,3,SF,65,1,3,56,34,25,15,9,4,4,4,1,53,34,25,8,10,2,5
2026-3061,Cesenatico,Hard,32,C,I,20260202,31,PL64,,,Oleg Prihodko,R,180,UKR,28.334,472,92,BV24,,,Raul Brancaccio,R,183,ITA,28.75,401,118,6-7(8) 6-4 6-4,3,F,151,8,3,125,90,63,14,16,9,12,5,8,101,56,38,22,16,1,6
2026-9162,Pau,Hard,32,C,I,20260209,1,C0JP,1,,Raphael Collignon,R,191,BEL,24.074,69,777,Z09F,,,Patrick Zahraj,R,191,GER,26.568,261,204,7-5 6-2,3,R32,93,9,2,54,40,31,8,10,3,4,2,2,70,39,22,16,10,6,10
2026-9162,Pau,Hard,32,C,I,20260209,2,S0H2,2,,Alexander Shevchenko,R,188,KAZ,25.196,84,690,C0BH,,,Clement Chidekh,R,180,FRA,24.66,198,304,6-4 7-6(6),3,R32,114,11,1,114,71,46,20,11,14,17,2,1,66,41,30,11,11,1,5
2026-9162,Pau,Hard,32,C,I,20260209,3,BM95,7,,Benjamin Bonzi,R,183,FRA,29.67,131,484,K926,,,Mikhail Kukushkin,R,183,KAZ,38.125,256,208,5-7 7-6(3) 7-6(3),3,R32,196,15,2,134,90,63,23,18,7,9,6,0,129,89,63,20,18,2,3
2026-9162,Pau,Hard,32,C,I,20260209,4,G0BY,,,Daniil Glinka,L,188,EST,25.747,170,355,L0GH,,,Mark Lajal,R,191,EST,22.749,158,378,6-3 4-3 RET,3,R32,69,6,3,41,22,18,15,8,1,1,5,1,40,25,22,5,8,1,3
2026-9162,Pau,Hard,32,C,I,20260209,5,T09X,,,Clement Tabur,R,173,FRA,26.045,213,273,B0PG,3,,Alexander Blockx,R,193,BEL,20.841,103,570,6-1 6-4,3,R32,63,3,0,42,25,24,12,9,0,0,6,0,53,36,25,5,8,4,7
2026-9162,Pau,Hard,32,C,I,20260209,6,V0DZ,6,,Luca Van Assche,R,178,FRA,21.749,126,493,K09F,,,Pavel Kotov,R,191,RUS,27.228,340,142,6-3 3-0 RET,3,R32,67,3,1,39,23,17,10,6,3,3,1,0,40,25,14,6,6,3,6
2026-9162,Pau,Hard,32,C,I,20260209,7,EA13,8,,Moez Echargui,R,178,TUN,33.081,146,434,E0DD,,,Justin Engel,R,185,GER,18.36,194,309,7-6(2) 6-4,3,R32,101,6,0,69,37,25,23,11,1,2,3,4,74,46,29,15,11,6,8
2026-9162,Pau,Hard,32,C,I,20260209,8,B0ER,,,Arthur Bouquier,R,188,FRA,25.125,402,117,S0GR,,,Timofey Skatov,R,173,KAZ,25.051,191,314,4-6 6-4 7-6(5),3,R32,174,20,1,116,76,59,18,16,5,7,2,4,117,70,45,26,16,7,9
2026-9162,Pau,Hard,32,C,I,20260209,9,D0DT,,,Martin Damm,L,203,USA,,130,486,BU70,,,Remy Bertola,R,175,SUI,27.444,212,274,7-5 6-3,3,R32,71,20,2,62,44,37,12,11,4,4,7,1,58,33,22,17,10,1,3
2026-9162,Pau,Hard,32,C,I,20260209,10,KI63,,,Lukas Klein,R,193,SVK,27.888,150,420,A09T,,,Dan Added,R,183,FRA,26.828,201,299,5-2 RET,3,R32,31,1,0,18,13,10,3,3,1,1,1,1,27,18,9,4,4,1,3
2026-9162,Pau,Hard,32,C,I,20260209,11,KH56,,,Zdenek Kolar,R,183,CZE,29.336,189,316,T0BW,,,James Trotter,R,183,JPN,26.535,325,153,3-6 7-6(5) 6-4,3,R32,137,2,4,106,75,55,16,15,4,5,14,2,91,53,39,27,16,0,1
2026-9162,Pau,Hard,32,C,I,20260209,12,L0IL,,,Martin Landaluce,R,193,ESP,20.088,155,388,PL64,,,Oleg Prihodko,R,180,UKR,28.353,355,136,6-4 2-6 7-6(4),3,R32,130,10,2,91,66,47,17,15,5,7,6,4,105,75,53,17,15,5,6
2026-9162,Pau,Hard,32,C,I,20260209,13,R0FS,,,Leandro Riedi,R,191,SUI,24.036,173,348,B0WL,,,Felix Balshaw,R,191,FRA,19.655,641,55,6-7(0) 6-3 6-2,3,R32,119,8,0,91,59,44,20,15,1,1,16,4,90,49,40,18,14,8,11
2026-9162,Pau,Hard,32,C,I,20260209,14,S0AK,,,Henri Squire,R,196,GER,25.369,282,183,K0O4,,,Moise Kouame,R,191,FRA,16.931,503,83,6-3 7-5,3,R32,90,1,0,71,57,36,9,11,8,10,3,0,61,35,17,15,10,1,5
2026-9162,Pau,Hard,32,C,I,20260209,15,N0BG,4,,Luca Nardi,R,185,ITA,22.513,97,621,K0EP,,,Jerome Kym,R,198,SUI,22.992,195,307,6-4 7-6(3),3,R32,93,6,2,76,49,35,16,11,3,4,7,0,65,46,36,7,11,0,2
2026-9162,Pau,Hard,32,C,I,20260209,16,Z0A1,,,Giulio Zeppieri,L,183,ITA,24.175,154,393,GB88,,,David Goffin,R,180,BEL,35.176,117,515,7-6(6) 5-7 6-1,3,R32,132,16,2,98,61,43,20,15,5,9,7,4,111,73,49,13,16,7,13
2026-9162,Pau,Hard,32,C,I,20260209,17,C0JP,1,,Raphael Collignon,R,191,BEL,24.074,69,777,D0DT,,,Martin Damm,L,203,USA,,130,486,7-6(5) 7-6(5),3,R16,100,10,2,73,47,36,17,12,1,3,9,1,83,56,40,14,12,3,5
2026-9162,Pau,Hard,32,C,I,20260209,18,S0H2,2,,Alexander Shevchenko,R,188,KAZ,25.196,84,690,G0BY,,,Daniil Glinka,L,188,EST,25.747,170,355,6-3 6-7(7) 6-1,3,R16,121,8,3,108,73,52,19,15,10,11,8,0,86,55,40,11,13,3,7
2026-9162,Pau,Hard,32,C,I,20260209,19,V0DZ,6,,Luca Van Assche,R,178,FRA,21.749,126,493,KH56,,,Zdenek Kolar,R,183,CZE,29.336,189,316,1-6 6-3 6-4,3,R16,125,12,0,70,47,31,15,13,3,6,6,2,95,63,40,18,13,3,6
2026-9162,Pau,Hard,32,C,I,20260209,20,BM95,7,,Benjamin Bonzi,R,183,FRA,29.67,131,484,R0FS,,,Leandro Riedi,R,191,SUI,24.036,173,348,6-3 7-6(4),3,R16,88,8,0,72,53,39,12,11,1,2,5,2,69,43,33,11,10,3,5
2026-9162,Pau,Hard,32,C,I,20260209,21,EA13,8,,Moez Echargui,R,178,TUN,33.081,146,434,KI63,,,Lukas Klein,R,193,SVK,27.888,150,420,6-2 6-2,3,R16,62,4,2,46,25,21,12,8,1,2,0,2,46,26,13,9,8,4,9
2026-9162,Pau,Hard,32,C,I,20260209,22,T09X,,,Clement Tabur,R,173,FRA,26.045,213,273,L0IL,,,Martin Landaluce,R,193,ESP,20.088,155,388,6-3 6-3,3,R16,93,0,2,54,35,25,13,9,6,7,6,4,70,43,26,11,9,4,8
2026-9162,Pau,Hard,32,C,I,20260209,23,B0ER,,,Arthur Bouquier,R,188,FRA,25.125,402,117,N0BG,4,,Luca Nardi,R,185,ITA,22.513,97,621,6-4 4-6 7-6(5),3,R16,126,13,4,96,68,51,10,16,3,6,6,2,109,71,50,18,16,9,12
2026-9162,Pau,Hard,32,C,I,20260209,24,S0AK,,,Henri Squire,R,196,GER,25.369,282,183,Z0A1,,,Giulio Zeppieri,L,183,ITA,24.175,154,393,3-6 6-3 6-3,3,R16,92,6,2,71,53,41,11,13,4,5,8,2,80,50,37,16,14,4,7
2026-9162,Pau,Hard,32,C,I,20260209,25,C0JP,1,,Raphael Collignon,R,191,BEL,24.074,69,777,V0DZ,6,,Luca Van Assche,R,178,FRA,21.749,126,493,6-2 6-4,3,QF,86,4,1,48,31,27,10,9,0,0,4,3,71,51,31,8,9,9,12
2026-9162,Pau,Hard,32,C,I,20260209,26,S0AK,,,Henri Squire,R,196,GER,25.369,282,183,S0H2,2,,Alexander Shevchenko,R,188,KAZ,25.196,84,690,6-7(5) 7-6(6) 7-6(4),3,QF,143,11,0,115,91,73,15,18,2,2,21,1,125,90,71,21,18,5,5
2026-9162,Pau,Hard,32,C,I,20260209,27,BM95,7,,Benjamin Bonzi,R,183,FRA,29.67,131,484,B0ER,,,Arthur Bouquier,R,188,FRA,25.125,402,117,6-7(9) 6-4 6-4,3,QF,134,10,0,101,60,48,23,16,5,6,15,3,108,69,55,17,16,3,6
2026-9162,Pau,Hard,32,C,I,20260209,28,T09X,,,Clement Tabur,R,173,FRA,26.045,213,273,EA13,8,,Moez Echargui,R,178,TUN,33.081,146,434,6-7(4) 6-2 6-4,3,QF,161,11,3,94,64,44,15,15,6,9,9,2,94,60,41,14,15,4,10
2026-9162,Pau,Hard,32,C,I,20260209,29,C0JP,1,,Raphael Collignon,R,191,BEL,24.074,69,777,T09X,,,Clement Tabur,R,173,FRA,26.045,213,273,7-5 6-4,3,SF,93,6,5,62,42,34,4,11,2,5,4,0,69,49,30,6,11,3,8
2026-9162,Pau,Hard,32,C,I,20260209,30,BM95,7,,Benjamin Bonzi,R,183,FRA,29.67,131,484,S0AK,,,Henri Squire,R,196,GER,25.369,282,183,7-6(6) 6-4,3,SF,92,6,0,67,50,36,8,11,0,2,3,3,66,44,36,6,11,3,6
2026-9162,Pau,Hard,32,C,I,20260209,31,C0JP,1,,Raphael Collignon,R,191,BEL,24.074,69,777,BM95,7,,Benjamin Bonzi,R,183,FRA,29.67,131,484,7-6(5) 6-1,3,F,82,4,2,56,38,31,10,10,2,4,4,3,57,35,24,8,9,1,5
2026-2969,Brisbane 2,Hard,32,C,O,20260209,1,S0IA,2,,Dane Sweeny,R,170,AUS,24.991,138,464,DA81,,,Taro Daniel,R,191,JPN,33.035,377,124,7-5 6-4,3,R32,115,3,3,59,33,26,14,11,3,6,2,2,87,54,27,18,11,8,13
2026-2969,Brisbane 2,Hard,32,C,O,20260209,2,S0UV,3,,Rei Sakamoto,R,193,JPN,19.63,174,344,M0B2,,,Yuki Mochizuki,R,173,JPN,28.214,531,76,6-0 6-1,3,R32,50,6,1,27,15,13,11,6,0,0,2,6,51,40,17,2,7,4,10
2026-2969,Brisbane 2,Hard,32,C,O,20260209,3,BI81,4,,Alex Bolt,L,183,AUS,33.095,178,339,I0AX,,,Kokoro Isomura,R,175,JPN,23.05,564,70,7-5 6-3,3,R32,79,11,0,53,39,34,11,11,1,1,6,2,62,46,33,6,10,3,5
2026-2969,Brisbane 2,Hard,32,C,O,20260209,4,S0U5,,,Tai Sach,R,178,AUS,23.4,561,70,Z0CQ,6,,Yi Zhou,R,193,CHN,20.909,220,261,6-4 2-6 6-2,3,R32,127,5,2,86,58,42,12,13,6,9,5,2,67,41,28,13,13,1,5
2026-2969,Brisbane 2,Hard,32,C,O,20260209,5,EA27,,,Blake Ellis,R,191,AUS,27.094,458,99,SX90,7,,Fajing Sun,R,178,CHN,29.352,265,202,7-6(2) 3-6 7-5,3,R32,190,20,4,105,59,47,24,16,3,5,14,0,105,60,49,24,17,7,9
2026-2969,Brisbane 2,Hard,32,C,O,20260209,6,U134,9,,Yasutaka Uchiyama,R,183,JPN,33.514,297,176,H0K0,,,Cruz Hewitt,R,185,AUS,17.164,668,51,7-5 7-5,3,R32,107,13,4,72,36,31,21,12,5,5,1,1,77,41,27,22,12,3,5
2026-2969,Brisbane 2,Hard,32,C,O,20260209,7,I426,,,Masamichi Imamura,R,178,JPN,27.214,549,73,D0A2,,,Matthew Dellavedova,R,191,AUS,25.697,530,77,3-6 6-4 6-3,3,R32,126,1,4,79,52,34,10,14,2,8,4,0,83,58,29,13,14,5,12
2026-2969,Brisbane 2,Hard,32,C,O,20260209,8,MI01,,,Hiroki Moriya,R,168,JPN,35.318,539,75,B0EK,,,Moerani Bouzige,R,180,AUS,26.579,469,95,6-4 6-4,3,R32,115,2,2,65,35,28,18,10,3,3,8,3,77,44,32,12,10,3,5
2026-2969,Brisbane 2,Hard,32,C,O,20260209,9,PG94,,,Marc Polmans,R,188,AUS,28.775,383,123,M19T,,,Jamie Mackenzie,R,180,GER,18.07,1089,12,7-5 2-6 6-1,3,R32,115,11,5,91,56,45,15,14,8,10,12,3,67,42,33,13,13,1,4
2026-2969,Brisbane 2,Hard,32,C,O,20260209,10,SQ79,,,Colin Sinclair,R,188,NMI,31.143,792,35,H0HS,,,Matt Hulme,R,191,AUS,26.979,1187,9,5-7 7-6(4) 6-4,3,R32,146,11,1,98,75,56,17,17,3,4,8,1,104,75,58,14,17,0,1
2026-2969,Brisbane 2,Hard,32,C,O,20260209,11,TC01,,,Li Tu,R,183,AUS,29.706,415,114,N707,,,Naoki Nakagawa,R,180,JPN,29.224,650,53,6-7(6) 6-4 7-6(2),3,R32,180,19,5,118,76,59,25,17,9,10,18,9,121,68,59,19,17,5,7
2026-2969,Brisbane 2,Hard,32,C,O,20260209,12,Z371,,,Zhizhen Zhang,R,193,CHN,29.317,365,130,M0TE,,,Pavle Marinkov,R,188,AUS,20.014,545,74,7-6(4) 6-3,3,R32,97,15,2,69,49,40,11,11,2,3,5,7,68,39,27,17,10,8,10
2026-2969,Brisbane 2,Hard,32,C,O,20260209,13,B0NO,8,,Darwin Blanch,L,185,USA,18.368,280,184,DF92,,,Corentin Denolly,L,188,FRA,28.679,399,119,6-4 7-5,3,R32,75,12,3,64,40,31,15,11,4,5,3,5,65,36,24,17,11,4,7
2026-2969,Brisbane 2,Hard,32,C,O,20260209,14,J553,,,Omar Jasika,L,183,AUS,28.731,398,119,S0C2,,,Hikaru Shiraishi,R,168,JPN,25.719,442,107,4-6 6-2 7-6(5),3,R32,151,6,3,95,73,56,12,15,5,7,6,2,111,73,49,20,15,5,8
2026-2969,Brisbane 2,Hard,32,C,O,20260209,15,M0SC,,,Hayato Matsuoka,R,180,JPN,21.068,405,117,DC38,,,Jake Delaney,R,185,AUS,28.742,497,85,6-4 6-4,3,R32,69,4,1,54,39,35,6,10,0,0,11,4,54,40,29,6,10,1,3
2026-2969,Brisbane 2,Hard,32,C,O,20260209,16,W0A4,,,Arthur Weber,L,185,FRA,33.755,430,109,J476,,,David Jorda Sanchis,R,198,ESP,31.658,379,124,6-3 2-6 7-5,3,R32,148,2,1,93,70,46,14,15,7,10,9,8,96,50,38,21,14,5,8
2026-2969,Brisbane 2,Hard,32,C,O,20260209,17,S0IA,2,,Dane Sweeny,R,170,AUS,24.991,138,464,I426,,,Masamichi Imamura,R,178,JPN,27.214,549,73,6-3 6-2,3,R16,78,1,0,57,37,24,13,9,3,4,0,1,44,25,17,5,8,0,4
2026-2969,Brisbane 2,Hard,32,C,O,20260209,18,S0UV,3,,Rei Sakamoto,R,193,JPN,19.63,174,344,SQ79,,,Colin Sinclair,R,188,NMI,31.143,792,35,7-5 6-3,3,R16,82,7,1,61,37,33,13,11,0,0,4,2,50,28,20,15,10,0,2
2026-2969,Brisbane 2,Hard,32,C,O,20260209,19,MI01,,,Hiroki Moriya,R,168,JPN,35.318,539,75,S0U5,,,Tai Sach,R,178,AUS,23.4,561,70,6-7(6) 6-0 6-4,3,R16,145,5,4,98,55,43,23,14,5,6,9,2,94,54,36,18,14,3,8
2026-2969,Brisbane 2,Hard,32,C,O,20260209,20,TC01,,,Li Tu,R,183,AUS,29.706,415,114,EA27,,,Blake Ellis,R,191,AUS,27.094,458,99,6-4 6-4,3,R16,80,8,5,54,35,31,10,10,0,0,8,3,59,31,21,16,10,2,4
2026-2969,Brisbane 2,Hard,32,C,O,20260209,21,BI81,4,,Alex Bolt,L,183,AUS,33.095,178,339,J553,,,Omar Jasika,L,183,AUS,28.731,398,119,6-2 4-1 RET,3,R16,49,6,2,32,21,18,6,6,0,0,0,1,38,27,10,7,7,2,6
2026-2969,Brisbane 2,Hard,32,C,O,20260209,22,B0NO,8,,Darwin Blanch,L,185,USA,18.368,280,184,W0A4,,,Arthur Weber,L,185,FRA,33.755,430,109,6-1 6-3,3,R16,72,7,3,57,31,21,16,8,5,6,0,0,61,43,21,9,8,3,8
2026-2969,Brisbane 2,Hard,32,C,O,20260209,23,Z371,,,Zhizhen Zhang,R,193,CHN,29.317,365,130,U134,9,,Yasutaka Uchiyama,R,183,JPN,33.514,297,176,6-4 7-6(7),3,R16,113,11,3,75,38,29,20,11,2,4,9,4,73,41,30,14,11,2,5
2026-2969,Brisbane 2,Hard,32,C,O,20260209,24,M0SC,,,Hayato Matsuoka,R,180,JPN,21.068,405,117,PG94,,,Marc Polmans,R,188,AUS,28.775,383,123,4-6 7-6(2) 6-3,3,R16,148,10,6,81,54,43,18,16,0,3,9,9,100,58,42,18,15,4,7
2026-2969,Brisbane 2,Hard,32,C,O,20260209,25,MI01,,,Hiroki Moriya,R,168,JPN,35.318,539,75,S0IA,2,,Dane Sweeny,R,170,AUS,24.991,138,464,7-5 7-6(3),3,QF,163,2,1,97,54,32,23,12,10,14,4,1,74,48,28,14,12,1,6
2026-2969,Brisbane 2,Hard,32,C,O,20260209,26,S0UV,3,,Rei Sakamoto,R,193,JPN,19.63,174,344,TC01,,,Li Tu,R,183,AUS,29.706,415,114,7-6(3) 6-4,3,QF,113,11,0,65,44,35,11,11,1,3,4,4,76,40,27,17,11,4,7
2026-2969,Brisbane 2,Hard,32,C,O,20260209,27,BI81,4,,Alex Bolt,L,183,AUS,33.095,178,339,B0NO,8,,Darwin Blanch,L,185,USA,18.368,280,184,7-5 6-3,3,QF,91,10,3,72,42,29,15,11,6,8,4,2,67,39,24,13,10,2,6
2026-2969,Brisbane 2,Hard,32,C,O,20260209,28,Z371,,,Zhizhen Zhang,R,193,CHN,29.317,365,130,M0SC,,,Hayato Matsuoka,R,180,JPN,21.068,405,117,6-3 7-5,3,QF,102,7,1,63,42,36,13,11,1,1,5,2,52,33,27,8,10,0,2
2026-2969,Brisbane 2,Hard,32,C,O,20260209,29,Z371,,,Zhizhen Zhang,R,193,CHN,29.317,365,130,S0UV,3,,Rei Sakamoto,R,193,JPN,19.63,174,344,6-1 6-4,3,SF,71,8,1,53,38,32,7,9,5,5,6,1,56,39,28,3,8,2,5
2026-2969,Brisbane 2,Hard,32,C,O,20260209,30,BI81,4,,Alex Bolt,L,183,AUS,33.095,178,339,MI01,,,Hiroki Moriya,R,168,JPN,35.318,539,75,6-3 3-6 6-3,3,SF,114,17,0,92,61,41,19,14,10,11,4,1,76,52,33,17,13,3,5
2026-2969,Brisbane 2,Hard,32,C,O,20260209,31,Z371,,,Zhizhen Zhang,R,193,CHN,29.317,365,130,BI81,4,,Alex Bolt,L,183,AUS,33.095,178,339,6-2 6-4,3,F,68,9,0,54,36,30,9,9,4,4,4,3,54,39,25,7,9,0,3
2026-2839,Tenerife 2,Hard,32,C,O,20260209,1,G0IB,,,Tom Gentzsch,R,191,GER,22.431,251,217,W0FH,,,Benjamin Willwerth,R,191,USA,18.604,1608,3,2-6 6-0 7-6(1),3,R32,129,3,7,81,50,35,17,13,6,9,0,1,97,59,36,16,13,6,10
2026-2839,Tenerife 2,Hard,32,C,O,20260209,2,HG94,,,Benjamin Hassan,R,183,LBN,31.014,272,196,G0GW,,,Sascha Gueymard Wayenburg,R,191,FRA,22.527,263,203,7-6(6) 6-4,3,R32,119,3,2,82,52,34,15,11,4,8,3,2,85,57,33,13,11,7,12
2026-2839,Tenerife 2,Hard,32,C,O,20260209,3,M0EA,,,Pol Martin Tiffon,R,183,ESP,26.533,262,203,BV24,,,Raul Brancaccio,R,183,ITA,28.769,343,142,7-6(2) 6-3,3,R32,85,2,1,61,34,32,15,10,0,0,3,4,75,47,33,13,11,6,8
2026-2839,Tenerife 2,Hard,32,C,O,20260209,4,M0IF,1,,Francesco Maestrelli,R,196,ITA,23.138,108,553,C0P0,,,Sergio Callejon Hernando,R,175,ESP,21.399,527,77,4-6 6-2 6-4,3,R32,153,6,5,93,53,39,24,14,5,6,1,4,89,50,36,21,14,6,9
2026-2839,Tenerife 2,Hard,32,C,O,20260209,5,HH06,,,Marc-Andrea Huesler,L,196,SUI,29.629,230,244,O513,2,,Sebastian Ofner,R,191,AUT,29.747,135,471,6-3 6-7(6) 6-3,3,R32,126,6,0,108,66,46,28,16,4,5,8,1,92,59,42,16,14,3,6
2026-2839,Tenerife 2,Hard,32,C,O,20260209,6,M0N1,3,,Luka Mikrut,R,188,CRO,21.818,164,359,A0KQ,,,Izan Almazan Valiente,R,191,ESP,19.943,828,31,6-1 2-6 6-3,3,R32,114,5,3,75,46,33,16,12,6,8,4,4,82,58,34,10,12,3,7
2026-2839,Tenerife 2,Hard,32,C,O,20260209,7,TA12,4,,Stefano Travaglia,R,185,ITA,34.119,163,360,S0NV,,,Abdullah Shelbayh,L,180,JOR,22.234,310,164,6-3 5-7 7-5,3,R32,141,5,3,81,41,36,23,16,1,3,3,3,116,71,45,23,17,8,12
2026-2839,Tenerife 2,Hard,32,C,O,20260209,8,M0N7,5,,Daniel Merida,R,188,ESP,21.372,152,411,GA79,,,Lorenzo Giustino,R,180,ITA,34.418,206,292,6-4 2-0 RET,3,R32,53,2,0,29,20,16,8,6,0,0,4,0,43,28,17,8,6,2,4
2026-2839,Tenerife 2,Hard,32,C,O,20260209,9,HG86,6,,Lloyd Harris,R,193,RSA,28.958,186,324,P0I6,,,Gabriele Piraino,L,188,ITA,22.245,353,137,6-3 6-4,3,R32,98,9,2,51,37,33,7,10,0,0,1,4,70,43,28,13,9,6,8
2026-2839,Tenerife 2,Hard,32,C,O,20260209,10,M0HT,,,Alejandro Moro Canas,R,183,ESP,25.175,276,191,L0CF,8,,George Loffhagen,R,188,GBR,24.81,204,295,4-6 6-2 2-0 RET,3,R32,96,6,0,66,47,31,11,10,4,6,0,1,60,36,21,12,10,4,8
2026-2839,Tenerife 2,Hard,32,C,O,20260209,11,B0OU,,,Hynek Barton,R,183,CZE,21.848,287,180,PH78,,,Ryan Peniston,L,180,GBR,30.251,231,244,7-6(8) 4-6 6-3,3,R32,158,4,3,107,53,39,30,16,3,6,3,3,97,68,49,15,15,4,7
2026-2839,Tenerife 2,Hard,32,C,O,20260209,12,D0CN,,,Miguel Damas,R,208,ESP,26.138,315,161,P0K4,,,Tiago Pereira,R,0,PRT,21.64,268,200,7-5 6-3,3,R32,86,1,2,61,45,34,9,11,1,2,2,1,59,36,23,12,10,2,5
2026-2839,Tenerife 2,Hard,32,C,O,20260209,13,H0DC,,,Giles Hussey,L,185,GBR,28.709,338,143,D0L3,,,Matej Dodig,R,188,CRO,20.561,232,244,6-3 6-1,3,R32,74,2,1,50,37,24,10,8,6,7,5,0,51,34,22,3,8,6,11
2026-2839,Tenerife 2,Hard,32,C,O,20260209,14,L0CX,7,,Pablo Llamas Ruiz,R,188,ESP,23.326,205,292,BV25,,,Javier Barranco Cosano,L,180,ESP,27.231,351,138,6-4 7-5,3,R32,106,5,1,72,52,37,8,11,6,8,2,4,66,44,26,11,11,3,7
2026-2839,Tenerife 2,Hard,32,C,O,20260209,15,BU10,,,Jacopo Berrettini,R,191,ITA,27.203,306,168,V0J1,,,Jacopo Vasami,L,193,ITA,18.144,624,57,6-3 6-3,3,R32,87,2,2,55,36,27,14,9,3,3,5,2,70,43,25,14,9,9,12
2026-2839,Tenerife 2,Hard,32,C,O,20260209,16,S0TM,,,Toby Samuel,R,191,GBR,23.428,244,224,R0FP,,,Daniel Rincon,L,185,ESP,23.091,252,213,7-5 6-0,3,R32,70,4,1,55,37,32,9,9,5,5,2,1,56,37,17,12,9,3,7
2026-2839,Tenerife 2,Hard,32,C,O,20260209,17,G0IB,,,Tom Gentzsch,R,191,GER,22.431,251,217,M0IF,1,,Francesco Maestrelli,R,196,ITA,23.138,108,553,6-4 6-4,3,R16,101,7,1,72,59,40,9,10,4,5,2,3,60,38,28,7,10,4,7
2026-2839,Tenerife 2,Hard,32,C,O,20260209,18,TA12,4,,Stefano Travaglia,R,185,ITA,34.119,163,360,B0OU,,,Hynek Barton,R,183,CZE,21.848,287,180,6-1 6-3,3,R16,69,4,1,52,32,27,10,8,6,6,5,1,54,34,23,6,8,2,6
